grid_id,lon,lat
G5166,90.22453439051058,23.6023719054143
G4932,90.2161393889558,23.602189128523754
G5049,90.22103452763164,23.602276877572237
G5167,90.22430070879578,23.60706376223822
G4933,90.21604407282898,23.606700148633767
G5050,90.22093937858212,23.606787916445256
G5051,90.22084420587721,23.61129895233617
G5168,90.22466209627208,23.611374598112132
G4934,90.21594873300529,23.611211165760423
G5286,90.22936218744118,23.61737697633351
G5404,90.23460400347861,23.621610519290932
G5287,90.23038873633935,23.620548816230023
G5288,90.23035056571656,23.625007265339768
G5405,90.23500955703915,23.625069130347324
G5289,90.2302556329346,23.629518326737124
G5052,90.22074900951337,23.615809985244486
G5169,90.22546809484932,23.616047720255104
G4935,90.21585336948117,23.615722179903244
G5170,90.22554962038706,23.620408685137097
G4936,90.21575798225298,23.620233191061732
G5053,90.22065378948695,23.620321015169726
G5054,90.2205585457944,23.6248320421114
G5171,90.22545454394137,23.62491973081385
G4937,90.21566257131715,23.624744199235426
G4938,90.2155671366701,23.62925520442383
G3527,90.1574968813635,23.59661333295113
G3645,90.16229443640138,23.60121372525778
G3762,90.16718931217028,23.601303168206286
G3528,90.15739958478193,23.601124128336565
G3763,90.16709232546904,23.605813998876503
G3529,90.15730226400945,23.605634920724015
G3646,90.16219728266269,23.605724536803056
G3764,90.16699531465618,23.610324826550805
G3530,90.1572049190424,23.610145710113017
G3647,90.1621001047709,23.61023534535116
G3878,90.17218100764079,23.596881604422613
G3996,90.17697913599055,23.601481592172984
G4113,90.18187408395897,23.601570573185086
G3879,90.17208421204715,23.601392457179035
G4114,90.18177759839197,23.6060814610327
G3880,90.17198739238702,23.605903306941286
G3997,90.17688248337515,23.605992460994365
G3881,90.17189054865672,23.610414153708884
G4115,90.18168108883778,23.610592345888197
G3998,90.17678580673108,23.610503326822368
G3176,90.14281297277132,23.59634367604888
G3177,90.1427151752348,23.60085441376727
G3294,90.14760995415718,23.600944472588242
G3411,90.15250475735337,23.601034377445693
G3178,90.14261735338299,23.60536514848386
G3412,90.15240726955076,23.605545150642424
G3295,90.14751229932813,23.60545522656135
G3179,90.1425195072122,23.60987588019817
G3296,90.14741462022158,23.609965977533456
G3413,90.15230975751213,23.61005592083943
G3059,90.13791838514187,23.59625348255559
G2943,90.13292569037739,23.600673834247058
G2826,90.12803098452524,23.600583313553976
G3060,90.13782042062772,23.60076420098585
G2827,90.12793266162727,23.605093990303654
G2944,90.13282753449111,23.60518453035193
G3061,90.13772243175683,23.605274916413027
G3062,90.1376244185255,23.609785628836647
G2945,90.13272935420292,23.60969522345196
G2828,90.12783431428593,23.60960466404721
G3531,90.15710754987711,23.614656496503066
G3648,90.16200290272235,23.61474615090158
G3765,90.166898279728,23.61483565122869
G3532,90.15701015650991,23.619167279893688
G3649,90.16190567651337,23.619256953453842
G3766,90.16680122068091,23.61934647290969
G3650,90.1618084261403,23.62376775300746
G3533,90.15691273893714,23.623678060284384
G3767,90.1667041375112,23.623857291593314
G3651,90.16171115159948,23.628278549561937
G3180,90.14242163671878,23.614386608909705
G3297,90.14731691683384,23.614476725504062
G3414,90.15221222123378,23.614566688036206
G3181,90.14232374189899,23.61889733461798
G3298,90.14721918916123,23.618987470472693
G3415,90.15211466071204,23.61907745223228
G3182,90.14222582274917,23.62340805732251
G3299,90.14712143720008,23.623498212438843
G3416,90.15201707594325,23.623588213427162
G3183,90.14212787926562,23.62791877702281
G3063,90.13752638093004,23.614296338256214
G2946,90.13263114950914,23.614205913546666
G2829,90.12773594249752,23.61411533478414
G2830,90.12763754625836,23.61862600251397
G2947,90.13253292040605,23.61871660063554
G3064,90.13742831896676,23.61880704467124
G2948,90.13243466688998,23.623227284718116
G2831,90.1275391255647,23.623136667236206
G3065,90.13733023263197,23.623317748081245
G3066,90.13723212192194,23.627828448485726
G3768,90.16660703021523,23.62836810727907
G3534,90.15681529715513,23.62818883767468
G3652,90.16161385288723,23.6327893431168
G3535,90.15671783116018,23.632699612064084
G3769,90.16650989878936,23.63287891996648
G3536,90.15662034094865,23.637210383452114
G3770,90.1664127432299,23.637389729655055
G3653,90.16151652999989,23.63730013367156
G3537,90.15652282651685,23.641721151838272
G3771,90.16631556353319,23.641900536344313
G2949,90.1323363889572,23.627737965793877
G2832,90.12744068041286,23.627647328950356
G2833,90.1273422107991,23.632157987655937
G2950,90.132238086604,23.632248643862365
G3067,90.13713398683304,23.632339145884213
G2951,90.1321397598267,23.636759318923076
G3068,90.13703582736149,23.63684984027621
G2834,90.12724371671975,23.63666864335246
G2952,90.13204140862157,23.641269990975534
G2835,90.12714519817106,23.641179296039443
G3300,90.1470236609467,23.628008951402045
G3417,90.1519194669237,23.62809897162036
G3184,90.14202991144465,23.63242949371839
G3301,90.1469258603974,23.63251968736181
G3418,90.15182183364975,23.632609726811395
G3302,90.14682803554848,23.637030420317636
G3419,90.15172417611767,23.63712047899978
G3185,90.14193191928258,23.63694020740875
G3186,90.14183390277572,23.64145091809343
G3420,90.15162649432382,23.64163122818503
